#,ID,Continent,Continent_detail,Country,Full year ,Date mean in BP,Lat.,Long.,As_Ru_3K_0.9K_BCE,As_Ru_5.8K_3.6K_BCE,As_Ru_37.4K_3K_BCE,As_Ru_E_0.1K_1.4K_CE,C_Af_6K_1K_BCE,C_NW_As_2.2K_1.6K_BCE,C_N_As_BCE,C_N_As_CE,E_Af_2.5KBCE_1.6KCE,E_As_6KBCE_0.25KCE,E_C_Eu_6K_2K_BCE,E_Eu_9K_3K_BCE,E_Eu_CE,E_Eu_Po_3K_2.3K_BCE,M_Am_0.6K_1.7K_CE,M_Am_Cuba_1.4KBCE_1.3KCE,NN_Am_1K_2.0K_CE,N_Am_11.5KBCE_1.2KCE,N_Eu_0.7K_1.7K_CE,Oceania_1KBCE_2KCE,SE_As_6KBCE_0.8KCE,SN_Am_3.5KBCE_1.5KCE,SW_As_8K_1.1K_BCE,SW_C_As_9K_0.8K_BCE,S_Am_CE,S_Eu_5.4K_1K_BCE,S_Eu_16K_5K_BCE,S_Eu_CE,S_M_Am_10K_1.5K_BCE,W_Eu_5.5K_2.5K_BCE,W_Eu_30K_5K_BCE,W_Eu_38K_BCE,W_Eu_CE,W_Eu_GB_4K_2.5K_BCE
5298,I4168,Europe,South Europe,Croatia,"4777-4538 calBCE (5790¡À40 BP, Poz-90128)",6588,45.338767,18.698861,0.0016,0,0.0046,0,0,0,0,0.0013,0.0042,0,0.3393,0,0,0.0101,0,0,0,0,0,0.0029,0,0,0.0688,0,0,0.2616,0,0.165,0,0.1405,0,0,0,0
5299,I4175,Europe,South Europe,Croatia,3000-2700 BCE,4800,45.335618,19.060547,0,0,0,0,0,0.0614,0.1051,0,0,0,0,0.0299,0.0876,0,0,0,0,0,0,0,0,0,0.0209,0,0,0,0.1157,0.5658,0,0,0.0117,0.0016,0,0
5300,I4178,Europe,East Europe,Hungary,2500-2200 BCE,4300,47.383224,19.020252,0,0,0,0.0008,0.0023,0.0155,0.0662,0,0.0058,0,0.2874,0.0941,0.4527,0.0158,0,0,0,0,0,0.003,0.0006,0,0.0232,0.0084,0,0.0051,0.0096,0,0,0.0061,0.0005,0,0,0.0027
5303,I4184,Europe,East Europe,Hungary,"4932-4714 calBCE (5930¡À40 BP, Beta-310040)",6754,46.025398,18.325056,0,0,0.0034,0,0.0015,0,0,0,0.0032,0,0.8392,0,0,0.0094,0,0,0,0.002,0,0.001,0,0,0.0229,0,0,0.0354,0.0045,0.0008,0,0.0727,0,0.0004,0.0027,0
5304,I4185,Europe,East Europe,Hungary,"5026-4837 calBCE (6032¡À32 BP, MAMS-14814)",6873,46.204523,18.729916,0,0,0,0,0,0,0,0,0.0192,0,0.8247,0.0838,0,0.0487,0,0,0,0,0,0,0,0,0.0233,0,0,0,0,0,0,0,0,0,0,0
5305,I4186,Europe,East Europe,Hungary,5300-4900 BCE,7050,47.477645,21.503001,0,0,0.0219,0.0123,0,0,0.0044,0,0,0,0.6908,0.0982,0,0,0,0,0.0035,0,0,0,0,0,0.0002,0,0,0.067,0.0135,0,0,0.0681,0.0176,0.0022,0,0
5306,I4187,Europe,East Europe,Hungary,5300-4900 BCE,7050,47.480426,21.501858,0,0,0,0,0,0,0,0,0.002,0,0.8945,0,0,0,0,0,0,0.0114,0,0,0,0,0.0128,0,0,0.0074,0.0153,0,0,0.0264,0,0,0,0.028
5307,I4188,Europe,East Europe,Hungary,5300-4900 BCE,7050,47.865071,21.125287,0,0,0.0065,0,0,0,0.0003,0.0009,0.0026,0,0.8592,0.0602,0,0.0081,0,0,0,0,0,0,0.0034,0,0.017,0,0,0.0082,0.0079,0,0,0.023,0,0.0008,0,0
5308,I4189,Europe,East Europe,Hungary,4300-3900 BCE,6050,46.204523,18.729916,0.0035,0,0,0.0034,0,0,0.0023,0.007,0.0035,0,0.7853,0.058,0.0014,0.0022,0,0,0,0,0.0047,0.0001,0.0025,0,0,0,0,0.0299,0.0028,0.0145,0,0.0669,0,0,0.0108,0
5309,I4196,Europe,East Europe,Hungary,5300-4900 BCE,7050,47.50163,18.910468,0.0001,0,0.0025,0,0,0,0,0.0054,0.0042,0,0.8465,0,0,0.0011,0,0,0,0.0027,0.0063,0.001,0.001,0,0.0363,0.0048,0,0.0096,0,0.0187,0,0.0375,0,0.0005,0.0072,0.0142
5310,I4199,Europe,East Europe,Hungary,5300-4900 BCE,7050,48.00363,21.17651,0.0005,0,0.0051,0,0,0,0,0,0.0045,0,0.8541,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252,0.0232,0,0.0317,0.0075,0,0.0099,0
5311,I4247,Europe,South Europe,Spain,"2462-2209 calBCE (3870¡À30 BP, PSUAMS-2120)",4302,40.426,-3.535,0,0,0,0,0,0,0,0,0.0223,0,0.0518,0,0,0,0,0,0,0.0052,0,0,0,0,0.0162,0.0181,0,0.7573,0.0641,0,0,0.0257,0.0365,0,0,0
5313,I4249_published,Europe,West Europe,Germany,"2341-2141 calBCE (3802¡À26 BP, BRAMS1217)",4186,48.841,12.75,0,0,0,0,0,0.0592,0.1575,0.0866,0,0,0.0624,0.0367,0.0666,0,0,0,0,0,0,0,0,0,0.0313,0.0385,0,0.2006,0.0994,0.1223,0,0,0.0189,0,0.0149,0
5314,I4250_published,Europe,West Europe,Germany,"2441-2147 calBCE (3825¡À26 BP, BRAMS1219)",4220,48.841,12.75,0,0,0,0,0,0.0009,0.1508,0,0.0149,0,0.2172,0,0.1688,0,0,0,0,0.0402,0.2014,0,0,0,0,0.0303,0,0.0497,0.0777,0.0177,0,0,0.0303,0,0,0
5315,I4251_published,Europe,East Europe,Poland,"2437-2147 calBCE (3825¡À25 BP, PSUAMS-2321)",4219,50.649,20.656,0,0,0,0,0,0,0.0729,0,0,0,0.2142,0.0992,0.5279,0,0,0,0,0,0,0,0,0,0,0,0,0.0108,0,0.0604,0,0,0,0,0,0.0143
5317,I4253,Europe,East Europe,Poland,"2454-2205 calBCE (3850¡À20 BP, PSUAMS-2339)",4266,50.649,20.656,0.0011,0,0,0,0,0.0215,0.0389,0,0.0043,0,0.2868,0.0546,0.4534,0.0081,0.0038,0,0,0,0,0,0,0,0,0.008,0,0.0358,0.028,0.0152,0,0.0154,0.0249,0,0,0
5318,I4255,Asia,Central Asia,Uzbekistan,1200-1000 BCE,3050,40.37722222,71.855,0,0.0015,0,0,0.0005,0.0904,0.4118,0.0463,0,0,0.0286,0.0446,0.1122,0,0,0,0,0.0053,0.0236,0.0025,0,0,0.0231,0.107,0,0,0.0247,0.0432,0,0.0047,0,0.0002,0.0261,0.0026
5319,I4257,Asia,Central Asia,Tajikistan,"1511-1432 calBCE (3215¡À20 BP, PSUAMS-2510)",3423,39.44805556,68.03138889,0,0,0.0016,0,0.0007,0.0835,0.4289,0.0274,0.0027,0.0084,0.038,0.0127,0.0808,0,0.0065,0,0,0,0.0666,0,0,0,0.0134,0.1101,0,0.008,0.0158,0.0519,0,0,0.0013,0,0.0384,0.0024
5320,I4258,Asia,Central Asia,Tajikistan,"1615-1504 calBCE (3285¡À25 BP, PSUAMS-2121)",3504,39.44805556,68.03138889,0,0,0,0,0,0.098,0.4162,0.0318,0.0013,0,0.0864,0.049,0.1054,0.0018,0,0,0,0,0.0011,0.002,0,0,0.0055,0.0987,0,0,0.0299,0.0358,0,0,0,0,0.0335,0.0033
5321,I4259,Asia,Central Asia,Turkmenistan,"3315-2928 calBCE (4425¡À20 BP, PSUAMS-2799)",5021,38.348048,56.24543,0,0.0012,0.003,0.0004,0.0009,0.0037,0.0058,0,0.0038,0,0,0,0,0.0089,0,0,0,0.0037,0,0,0,0.0008,0.0699,0.8799,0,0,0.0008,0.0077,0,0,0,0,0.0024,0.0055
5322,I4262,Asia,Central Asia,Kazakhstan,"1881-1693 calBCE (3465¡À25 BP, PSUAMS-2122)",3743,48.78176667,76.45303333,0,0.0003,0,0,0.0004,0.0029,0.9259,0,0.0023,0,0.0002,0.0214,0.0057,0.0001,0.0012,0.0002,0,0.0024,0,0.0004,0.0027,0,0,0.0094,0,0.0018,0.0104,0.0058,0,0.0062,0,0,0,0
5323,I4263,Asia,Central Asia,Kazakhstan,"1867-1625 calBCE (3415¡À25 BP, PSUAMS-2123)",3658,48.78176667,76.45303333,0.007,0,0,0,0,0.0597,0.6604,0,0,0,0,0.0578,0.0658,0,0,0,0,0.0047,0,0,0,0.0013,0.0414,0.0451,0,0,0.0175,0.0114,0,0.0015,0.0023,0.0003,0.0225,0.001
5324,I4264,Asia,Central Asia,Kazakhstan,"1731-1520 calBCE (3335¡À30 BP, PSUAMS-2124)",3551,46.96586667,80.03473333,0,0.0009,0,0,0.0008,0,0.9078,0,0.0022,0,0,0.004,0.003,0.0017,0.0001,0.001,0,0.0018,0,0.0014,0,0,0.0196,0.0093,0,0,0.0098,0.0115,0,0.0158,0.0021,0,0.0063,0
5325,I4265,Asia,Central Asia,Kazakhstan,"1621-1518 calBCE (3310¡À20 BP, PSUAMS-2511)",3522,46.96586667,80.03473333,0.0076,0,0.0016,0,0.0004,0.0477,0.8553,0.0083,0.0003,0,0.0072,0,0.0297,0.0035,0,0,0,0,0.0158,0,0,0,0.0012,0.0097,0,0,0.01,0,0,0.0015,0,0,0,0
5326,I4267,Asia,Central Asia,Kazakhstan,"1200-1012 calBCE (2905¡À20 BP, PSUAMS-2512)",3042,50.2249,81.83678333,0.0233,0.0156,0,0,0.0007,0.1598,0.5372,0.0111,0.0034,0.0438,0,0.0167,0.024,0,0,0.0033,0,0,0.0041,0.0004,0.0073,0,0.037,0.0893,0,0.0073,0,0,0.007,0,0,0,0.0084,0
5327,I4285,Asia,Central Asia,Uzbekistan,"1873-1630 calBCE (3430¡À25 BP, PSUAMS-2536)",3685,37.41666667,66.83333333,0,0.0011,0,0,0.0026,0.0113,0.0221,0,0.0048,0,0,0,0.0192,0,0,0.0101,0,0,0.0068,0.0011,0,0,0.2037,0.7007,0,0,0,0.0149,0,0,0,0,0,0
5328,I4286,Asia,Central Asia,Uzbekistan,"1886-1750 calBCE (3500¡À20 BP, PSUAMS-2165)",3768,37.41666667,66.83333333,0.0029,0,0,0,0.0006,0.0044,0.0497,0.013,0,0,0,0,0.0102,0,0,0.0067,0,0,0,0.0009,0,0,0.149,0.7221,0,0.0063,0.0017,0.0304,0,0.0014,0,0,0,0
5329,I4288,Asia,Central Asia,Uzbekistan,2000-1600 BCE,3750,37.41666667,66.83333333,0,0.0074,0,0,0.0005,0.0114,0.0013,0,0.0074,0,0,0,0.0072,0,0,0,0,0,0.0005,0,0,0.0006,0.2141,0.6962,0,0.0031,0.0024,0.0258,0,0,0.0043,0.0004,0.0171,0
5330,I4289,Asia,Central Asia,Uzbekistan,"1935-1751 calBCE (3525¡À25 BP, PSUAMS-2125)",3790,37.41666667,66.83333333,0.0092,0,0.0016,0.0011,0.0017,0.0061,0.0138,0.0066,0.0034,0,0,0,0.0054,0,0,0,0.0065,0.0013,0.0101,0.0023,0.0022,0,0.2322,0.6732,0,0,0,0.0182,0,0,0,0.0006,0.0041,0
5331,I0577,Asia,North Asia,Russia,900 -700 BCE,2750,52.096067,93.711133,0.0349,0.0306,0,0.0024,0,0.1769,0.4025,0.0024,0.0059,0.1917,0,0,0.0069,0,0,0,0,0.0057,0.0034,0,0,0,0.0295,0.072,0,0,0.0025,0.0109,0.0009,0.0031,0.0027,0,0.0134,0.0007
5332,I1594,Europe,West Europe,Germany,"3338-3024 calBCE (4465¡À30 BP, KIA-28846)",5140,51.358333,7.551111,0,0,0,0,0,0,0.0284,0,0,0,0.0851,0.1291,0.0236,0,0,0,0,0,0,0,0,0,0.0019,0,0,0.1321,0.1242,0,0,0.2019,0.2475,0,0,0.0259
5333,I1752,America,South America,Chile,"1300-1410 calCE (650¡À24 BP, UGAMS-3241)",595,-33.36666667,-70.66666667,0,0.0018,0.0004,0.0051,0,0.0019,0,0,0,0,0,0,0,0,0.0911,0.0309,0,0,0,0,0.0006,0.0426,0,0,0,0.0007,0,0,0.823,0,0,0,0.0004,0.0009
5334,I1753,America,South America,Chile,"3360-2930 calBCE [union of two dates: (4720¡À40 BP, Beta-254447); (4680¡À25 BP, UGAMS-4600)]",5095,-31.92,-71.5,0,0.0002,0.0013,0.0028,0.0007,0.004,0,0,0.0017,0.0045,0,0,0,0,0.1348,0.0318,0,0,0,0,0.0032,0.0219,0,0,0,0.0007,0,0,0.7907,0.0007,0,0.0007,0,0
5335,I1754,America,South America,Chile,"1040-1210 calCE (950¡À30 BP, Poz-83481)",825,-33.36666667,-70.66666667,0,0.0032,0,0,0.0004,0.0012,0,0,0.0013,0,0,0,0,0,0.1374,0.0273,0,0,0,0.0009,0,0.028,0,0.0002,0,0,0.0019,0,0.7963,0,0.0012,0.0004,0,0
5336,I1763,Europe,East Europe,Ukraine,"8282-7960 calBCE (8960¡À50 BP, Poz-81127)",10081,47.434167,35.276389,0,0,0,0,0.0012,0.19,0,0,0,0,0,0.5316,0.2728,0,0,0.0014,0,0,0,0,0,0,0.0005,0,0.0013,0,0,0,0,0,0,0,0,0
5337,I1767,Europe,West Europe,Great Britain,"2202-1978 calBCE (3705¡À35 BP, OxA-8651)",4045,54.522812,-1.308134,0,0,0,0,0.0014,0.0447,0.1951,0.0095,0.0002,0,0.08,0.0326,0.1084,0,0,0.0023,0,0.0109,0.0904,0,0,0,0,0.0381,0,0.0967,0.0523,0.0925,0,0.0894,0.019,0.0003,0.0359,0
5338,I1770,Europe,West Europe,Great Britain,2400-1600 BCE,3950,54.201949,-0.434355,0,0,0,0,0,0.0385,0.2189,0.0207,0,0,0.08,0.0821,0.1578,0.0037,0,0,0,0.0013,0.1083,0,0,0.0001,0.0265,0.071,0.0042,0.0893,0.0434,0.044,0,0,0,0.0004,0,0.0088
5339,I1775,Europe,West Europe,Great Britain,"1731-1536 calBCE (3344¡À27 BP, OxA-14308)",3563,53.33,-3.84,0,0,0,0,0,0.0435,0.2173,0.0345,0.0015,0.0014,0.0682,0.053,0.1338,0,0,0,0.0018,0.0006,0.1319,0,0,0,0.0366,0.022,0.0023,0.0543,0.0388,0.0602,0,0,0,0,0.0761,0.022
5340,I1784,Asia,Central Asia,Turkmenistan,"2204-2027 calBCE (3720¡À30 BP, Poz-83485)",4060,38.21228,62.03443,0,0.003,0,0.0017,0.0011,0.0401,0.0303,0.0061,0.0034,0.0168,0.0113,0,0.0109,0.0001,0,0,0.0019,0.0025,0,0,0.0025,0,0.1383,0.7074,0,0,0.0037,0.0132,0,0,0,0,0,0.0038
5341,I1819,Europe,East Europe,Ukraine,"9107-8556 calBCE (9420¡À50 BP, Poz-81128)",10658,47.434167,35.276389,0,0,0.0001,0,0.0003,0.1681,0,0,0.0015,0,0,0.5806,0.2433,0,0,0,0,0,0,0.0027,0,0.0001,0,0,0.0015,0,0.0012,0,0,0,0,0,0,0
5342,I1821,Asia,North Asia,Russia,"1612-1501 calBCE (3275¡À20 BP, PSUAMS-2435)",3490,53.87313333,91.46046667,0.0129,0.0031,0,0.0043,0,0.0552,0.8101,0,0.0012,0,0,0.0045,0.0148,0,0,0.0015,0.0018,0.0028,0,0.0061,0.0118,0.0032,0.014,0,0.0069,0.0179,0,0.0051,0,0,0.0017,0.0004,0.0202,0
5343,I1828,Asia,North Asia,Russia,"1612-1465 calBCE (3270¡À20 BP, PSUAMS-2960)",3484,54.17931667,91.57886667,0,0,0,0.0074,0.0029,0.0161,0.8494,0,0,0,0,0,0.0694,0,0,0,0,0.001,0,0,0.0025,0.0006,0.0122,0,0.0008,0,0,0.0107,0,0.0267,0,0,0,0
5344,I1829,Asia,North Asia,Russia,"3011-2890 calBCE (4320¡À21 BP) [R_combine: (4270¡À25 BP, PSUAMS-2109); (4409¡À34 BP, UBA-29307)]",4879,50.55423889,86.59013611,0,0,0,0,0,0.2001,0.2816,0.0494,0,0,0,0.0244,0.2163,0,0,0,0.0001,0.0059,0.0675,0.0032,0,0,0,0.1346,0,0,0,0.0032,0,0,0,0.0003,0.0132,0
5345,I1836,Europe,South Europe,Spain,"1684-1503 calBCE (3310¡À35 BP, Poz-83482)",3527,41.223,1.7742,0.0103,0,0,0,0.0008,0.0228,0.0299,0.0132,0,0,0.0153,0.0203,0.0216,0,0,0.0005,0,0.0032,0.0116,0,0,0,0.0202,0.0164,0,0.4695,0.1305,0.1619,0,0.0308,0,0,0.006,0.015
5346,I1838,Europe,South Europe,Spain,"3356-2936 calBCE (4470¡À50 BP, Poz-83429)",5126,42.63,-2.7,0,0,0.0039,0,0.0004,0,0,0,0.0052,0,0,0,0.0086,0.0022,0,0,0.0005,0.0043,0,0,0,0,0.0186,0.0077,0,0.7526,0.1329,0.0022,0,0.0288,0.0228,0.0001,0.0043,0.0046
5347,I1840,Europe,South Europe,Spain,"1613-1450 calBCE (3260¡À30 BP, Beta-299302)",3475,42.57,-2.62,0,0,0.0056,0,0.0004,0.0033,0.034,0,0.0001,0,0,0.0122,0.0428,0.0033,0,0,0,0.0118,0.0263,0,0.0012,0,0,0,0,0.4604,0.154,0.1937,0,0.0132,0,0,0.0376,0
5348,I1843,Europe,South Europe,Spain,"3015-2901 BCE (4340¡À22 BP) [R_combine: (4390¡À30 BP, Beta-301225); (4290¡À30 BP, Beta-301226)]",4904,42.57,-2.57,0,0,0.0035,0,0,0,0,0.0014,0.0009,0,0,0,0,0.0045,0,0.0032,0,0.0061,0.0061,0,0,0,0,0,0,0.7254,0.1921,0,0,0.0357,0.0051,0.0003,0.0149,0
5349,I1851,Asia,North Asia,Russia,"1607-1450 calBCE (3255¡À20 BP, PSUAMS-2436)",3463,54.17931667,91.57886667,0,0,0,0.0022,0.0004,0.0373,0.8578,0.0051,0.0021,0.0172,0,0.0161,0.0024,0,0.0028,0.0019,0,0,0,0,0,0,0.0041,0.0054,0.0017,0,0.0008,0.0305,0,0,0,0.0004,0.0107,0
5350,I1852,Asia,North Asia,Russia,"1614-1511 calBCE (3295¡À20 BP, PSUAMS-2865)",3512,54.17931667,91.57886667,0,0,0.0093,0,0.001,0.0189,0.8374,0,0,0.0136,0.0026,0.0211,0.038,0.0006,0,0,0,0,0.0028,0,0,0.0053,0.0132,0.0143,0,0,0,0,0,0.0185,0,0.0003,0,0.0017
5351,I1853,Asia,North Asia,Russia,"1612-1465 calBCE (3270¡À20 BP, PSUAMS-2437)",3484,53.87313333,91.46046667,0,0,0,0,0.0028,0,0.8057,0.0117,0.0031,0,0,0.0262,0.0705,0,0,0,0,0.013,0,0,0.0042,0,0,0,0,0,0,0.018,0.0124,0,0,0.0005,0.0235,0.0083
5352,I1856,Asia,North Asia,Russia,"1686-1518 calBCE (3330¡À25 BP, PSUAMS-2067)",3540,53.87313333,91.46046667,0,0,0,0,0.0011,0.0795,0.7753,0.0036,0.0003,0,0,0,0.0304,0.0012,0,0.0006,0.0013,0,0.0194,0,0,0.0024,0,0.0259,0,0,0.0049,0.0466,0.0035,0,0,0,0,0.0036
5353,I1887,Europe,East Europe,Hungary,5400-5000 BCE,7150,45.5853,18.30771,0,0,0.0036,0.0021,0.0004,0.0061,0,0.003,0,0,0.8695,0,0.0039,0,0,0,0,0.0037,0.0008,0.0002,0,0.003,0.015,0,0.0012,0,0,0.0156,0,0.0714,0,0,0,0
5354,I1889,Europe,East Europe,Hungary,"5205-4848 calBCE (6079¡À33 BP, MAMS-14808)",6943,45.5969,18.28247,0,0.0007,0.0017,0,0,0,0,0,0.0072,0,0.8866,0,0,0.0038,0,0,0,0,0.002,0.0015,0,0,0.0376,0,0,0.0216,0,0.0125,0,0.0207,0,0,0,0.0018
5355,I1890,Europe,East Europe,Hungary,5100-4750 BCE,6875,46.41594,18.91974,0,0,0,0,0,0.0152,0.0013,0,0.0074,0,0.922,0.0397,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101,0,0,0,0,0,0
5356,I1891,Europe,East Europe,Hungary,"5203-4841 calBCE (6060¡À40 BP, Poz-83633)",6913,46.41594,18.91974,0,0,0,0,0,0.004,0,0,0.0039,0,0.8923,0.0325,0.0025,0.0055,0,0,0,0,0.0021,0.0024,0,0,0.0177,0,0,0,0.0037,0.0027,0,0.0156,0.0073,0,0.0037,0.0037
5358,I1896,Europe,East Europe,Hungary,"5317-5074 calBCE (6264¡À34 BP, OxA-29050)",7190,45.5969,18.28247,0,0,0.0019,0,0,0.0016,0,0.0241,0.0051,0,0.906,0,0,0.0024,0,0,0.005,0.0019,0,0,0,0,0.0076,0,0,0,0,0.0048,0,0.0273,0,0.002,0.0101,0
5359,I1899,Europe,East Europe,Hungary,4900-4300 BCE,6550,47.102645,17.912987,0,0,0.0019,0.0021,0.0016,0,0,0,0,0,0.8538,0,0,0,0,0.0018,0.0007,0,0.0176,0,0,0.0048,0.0207,0,0,0,0,0,0,0.0836,0,0.0013,0.0027,0.0062
5360,I1900,Europe,East Europe,Hungary,"4797-4619 calBCE (5861¡À26 BP, MAMS-14827)",6686,47.102645,17.912987,0,0,0.0074,0,0,0,0.0178,0.0019,0,0,0.9003,0,0.006,0,0,0,0,0.0176,0,0,0,0.0044,0,0,0,0,0.0085,0,0,0.0347,0,0.0008,0,0
5361,I1901,Europe,East Europe,Hungary,4900-4300 BCE,6550,47.102645,17.912987,0,0.0005,0,0.0007,0.0005,0.004,0,0.0114,0,0,0.8312,0.0347,0.0042,0.0031,0,0.0021,0,0.0011,0,0.003,0,0,0.0245,0.005,0,0.0184,0,0,0.0018,0.0496,0,0,0.0041,0
5362,I1903,Europe,East Europe,Hungary,4900-4300 BCE,6550,46.20487,18.7004,0,0,0,0,0.0015,0,0,0.0021,0.0049,0.0017,0.8618,0.0086,0,0.0041,0,0.0031,0,0,0,0.0014,0,0,0.0322,0,0,0.0326,0.0042,0.0107,0,0.0197,0.0053,0.0001,0,0.0056
5363,I1906,Europe,East Europe,Hungary,4900-4300 BCE,6550,47.51062,18.61693,0.0031,0.004,0.0063,0,0.0014,0.0025,0.0141,0,0,0,0.9164,0,0,0.0014,0,0,0,0,0,0,0,0,0.0174,0,0,0.0111,0.008,0.0048,0,0,0.0025,0,0,0.0068
5364,I1908,Europe,East Europe,Hungary,4300-3900 BCE,6050,46.70991,17.23935,0.0008,0,0.0009,0,0.0007,0,0,0,0.0043,0,0.8244,0.0449,0.0007,0.0154,0,0,0.0009,0.0058,0,0,0.0027,0.0013,0.01,0,0,0.0129,0.0048,0.0136,0,0.0356,0,0.0008,0.0129,0.0064
5365,I1909,Europe,East Europe,Hungary,"4239-4046 calBCE (5300¡À23 BP, MAMS-14132)",6086,45.993,18.58127,0.0035,0.0034,0,0,0,0,0,0.0137,0,0,0.8029,0.0431,0.0039,0.0003,0,0,0,0,0,0,0,0,0.0063,0,0.0028,0,0.0107,0.0297,0,0.0705,0.0041,0,0.0042,0.0006
5366,I1934_published,Asia,West Asia,Israel,1400-1100 BCE,3200,32.6606,35.2341,0,0,0,0.0036,0,0.0099,0,0,0.013,0,0,0,0.004,0.0273,0,0,0,0,0,0,0.0072,0.0115,0.7412,0.1071,0,0,0,0.0626,0.0053,0,0,0,0,0.007
5367,I1955,Asia,West Asia,Iran,"1480-1640 calCE (330¡À30 BP, Beta-432801)",389,34.45,48.116,0.0009,0,0.0052,0.0012,0.0002,0.0129,0.0992,0,0.0023,0,0,0,0.0231,0.0038,0.0078,0.0024,0,0.0104,0.0328,0.0018,0.0018,0,0.378,0.3402,0,0.0047,0,0.0637,0,0,0,0,0.0067,0
5368,I1958,Asia,North Asia,Russia,"4723-4550 calBCE (5805¡À25 BP, PSUAMS-2359)",6606,56.03622222,69.33886111,0.0757,0,0,0.0299,0.005,0.8065,0,0,0.0046,0,0,0,0,0.0049,0.0202,0.0101,0,0,0,0,0.0096,0,0,0,0.0307,0,0,0,0,0,0.0027,0,0,0
5369,I1960,Asia,North Asia,Russia,"6367-6072 calBCE [union of two dates: 6333-6072 calBCE (7330¡À40 BP, Poz-82198); 6367-6078 calBCE (7355¡À40 BP, OxA-33489)]",8170,56.03622222,69.33886111,0,0,0.0003,0,0.0003,0.9795,0,0,0.0009,0,0,0,0,0,0,0.0128,0,0,0,0.0012,0,0,0,0,0.0044,0.0003,0,0,0,0,0,0,0,0
5370,I1972,Europe,South Europe,Spain,"4836-4687 calBCE (5880¡À30 BP, Beta-366569)",6703,42.6282,-3.11649,0,0,0,0,0,0.0106,0,0.003,0.0005,0,0.0181,0.0123,0,0.001,0,0,0,0,0,0.0013,0.0036,0,0.0346,0.0056,0,0.8021,0,0.0147,0,0.0923,0,0,0,0
5371,I1975,Europe,South Europe,Spain,"3092-2893 calBCE (4350¡À40 BP, Beta-288937)",4927,42.57,-2.55,0,0,0,0,0.0021,0.0084,0,0,0,0,0.028,0.0244,0.0073,0,0,0,0,0.0016,0,0,0,0.0023,0,0.0198,0,0.7631,0.0953,0,0,0.0475,0,0,0,0
5372,I2464,Europe,West Europe,Great Britain,"1746-1544 calBCE (3379¡À30 BP, NZA-28700)",3615,51.15,-1.75,0,0,0.0006,0,0,0.0153,0.229,0.0286,0,0,0,0.0894,0.1812,0,0,0,0,0,0.0755,0,0,0,0.0707,0.0497,0,0.0834,0.0138,0.1202,0,0,0,0,0.0082,0.0342
5373,I2509,Europe,East Europe,Bulgaria,"4449-4352 calBCE (5565¡À25 BP, PSUAMS-1812)",6350,43.16089,25.88341,0.0017,0,0.0023,0,0.001,0.0131,0.0005,0,0.0019,0,0.8458,0,0,0,0,0.0036,0,0,0,0,0.0001,0,0.0372,0.019,0,0.0045,0,0.0126,0,0.0472,0.002,0,0.0064,0.0002
5374,I2510,Europe,East Europe,Bulgaria,"2907-2704 calBCE (4235¡À25 BP, PSUAMS-1815)",4794,43.16089,25.88341,0.0029,0,0.0008,0,0.0007,0.0049,0.0071,0,0.0013,0,0.8216,0.0202,0.0062,0.0076,0,0,0,0.0019,0,0,0,0,0.0112,0.0189,0,0.0314,0,0.0258,0,0.0369,0,0.0002,0,0.0003
5375,I2513,Asia,West Asia,Iran,"2847-2492 calBCE (4070¡À25 BP, PSUAMS-2229)",4564,36.15444444,54.38361111,0.0035,0.001,0.0043,0,0,0.0046,0.0166,0.0064,0.0033,0,0,0.0017,0.0042,0.0004,0.0002,0,0,0.0004,0.0005,0,0.0039,0,0.1859,0.7517,0,0,0,0,0,0,0.0036,0,0,0.0071
5376,I2514,Asia,West Asia,Iran,"2471-2299 calBCE (3915¡À25 BP, PSUAMS-1918)",4347,36.15444444,54.38361111,0.0013,0.0016,0,0,0.0007,0.0057,0.0143,0,0,0,0,0,0.0006,0,0,0,0,0,0.0123,0,0,0,0.1504,0.7764,0,0.0058,0.0018,0.0276,0,0,0,0,0,0
5377,I2519,Europe,East Europe,Bulgaria,"4341-4245 calBCE (5425¡À25 BP, PSUAMS-1813)",6237,43.16089,25.88341,0,0.0036,0.0044,0,0.0006,0.0052,0.0058,0,0.0004,0,0.8544,0,0,0.0025,0,0,0,0.001,0,0.0019,0,0,0.0104,0.028,0,0.024,0,0.0229,0,0.0318,0.0005,0.0004,0,0.0016
5378,I2520,Europe,East Europe,Bulgaria,"3336-3029 calBCE (4470¡À25 BP, PSUAMS-1814)",5153,43.16089,25.88341,0,0,0,0,0.0005,0,0.0205,0,0.0014,0,0.5797,0.1325,0.0923,0.001,0,0,0.0027,0,0,0.0013,0,0,0.0656,0.0427,0,0,0.008,0.0021,0,0.0254,0.0156,0.0002,0,0.0083
5379,I2532,Europe,East Europe,Romania,"5721-5623 calBCE (6755¡À30 BP, PSUAMS-1747)",7614,45.466,27.01,0,0,0.0024,0,0.0015,0,0.0048,0,0.0021,0,0.8864,0,0,0,0,0.0018,0,0,0,0.0004,0.0006,0,0.014,0.0109,0,0.0037,0,0,0,0.0699,0,0.0004,0,0
