#,ID,Continent,Continent_detail,Country,Full year ,Date mean in BP,Lat.,Long.,As_Ru_3K_0.9K_BCE,As_Ru_5.8K_3.6K_BCE,As_Ru_37.4K_3K_BCE,As_Ru_E_0.1K_1.4K_CE,C_Af_6K_1K_BCE,C_NW_As_2.2K_1.6K_BCE,C_N_As_BCE,C_N_As_CE,E_Af_2.5KBCE_1.6KCE,E_As_6KBCE_0.25KCE,E_C_Eu_6K_2K_BCE,E_Eu_9K_3K_BCE,E_Eu_CE,E_Eu_Po_3K_2.3K_BCE,M_Am_0.6K_1.7K_CE,M_Am_Cuba_1.4KBCE_1.3KCE,NN_Am_1K_2.0K_CE,N_Am_11.5KBCE_1.2KCE,N_Eu_0.7K_1.7K_CE,Oceania_1KBCE_2KCE,SE_As_6KBCE_0.8KCE,SN_Am_3.5KBCE_1.5KCE,SW_As_8K_1.1K_BCE,SW_C_As_9K_0.8K_BCE,S_Am_CE,S_Eu_5.4K_1K_BCE,S_Eu_16K_5K_BCE,S_Eu_CE,S_M_Am_10K_1.5K_BCE,W_Eu_5.5K_2.5K_BCE,W_Eu_30K_5K_BCE,W_Eu_38K_BCE,W_Eu_CE,W_Eu_GB_4K_2.5K_BCE
5380,I2533,Europe,East Europe,Romania,"5480-5372 calBCE (6470¡À30 BP, PSUAMS-1748)",7371,44.266667,23.9,0.001,0,0.0042,0,0.0011,0,0.0065,0,0.0034,0,0.8649,0.0006,0,0,0,0,0,0,0,0.0012,0,0.0008,0.0287,0.0083,0,0,0,0,0.0006,0.078,0,0,0,0
5381,I2534,Europe,East Europe,Romania,"5810-5630 calBCE (6829¡À47 BP, PSUAMS-2334)",7670,44.027196,25.392494,0,0,0,0.0025,0,0.0088,0.0063,0,0.0012,0,0,0.8135,0.066,0,0,0,0,0.0009,0,0,0,0,0.0007,0,0.0016,0,0.0714,0.0238,0,0,0,0.0002,0,0.0024
5382,I2557,America,South America,Peru,"470-630 calCE (1558¡À25 BP, OxA-26973)",1395,-13.9049,-75.6607,0,0.0002,0.0006,0.0027,0.0005,0,0,0.0017,0,0,0,0,0,0,0.0202,0,0,0,0,0,0,0,0,0,0.9713,0,0,0,0,0.002,0,0,0,0.0004
5383,I2558,America,South America,Peru,"585-675 calCE (1455¡À32 BP, OxA-26974)",1320,-13.9049,-75.6607,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.0072,0,0,0,0.0007,0.0012,0.0075,0.001,0,0.9543,0,0,0,0.0028,0,0,0.0002,0,0.0008
5384,I2560,America,South America,Peru,"905-1030 calCE (1088¡À24 BP, OxA-26975)",950,-13.9049,-75.6607,0.0007,0,0,0,0,0.0016,0.0016,0.0022,0,0,0,0,0,0,0.0059,0.0029,0.0011,0,0,0,0.0017,0.0051,0,0,0.9764,0,0,0,0,0,0,0.0001,0.0001,0
5385,I2563,America,South America,Peru,1200-1400 CE,650,-13.754052,-74.225667,0,0,0.0019,0,0.0028,0,0,0,0,0,0,0,0,0.0036,0.0322,0,0,0,0,0,0.0191,0.0084,0,0.003,0.486,0,0,0,0.44,0,0,0,0,0
5387,I2566,Europe,West Europe,Great Britain,"2267-2036 calBCE (3734¡À25 BP, NZA-32490)",4078,51.16,-1.77,0,0,0,0.0021,0.001,0.0422,0.2361,0,0.001,0,0.0818,0.1266,0.133,0.0029,0.0034,0.0008,0.002,0,0.0396,0.0105,0,0,0.0275,0.0916,0,0.1111,0.035,0.045,0,0,0,0,0,0.0052
5388,I2567,Europe,West Europe,Great Britain,"2276-1831 calBCE [union of two dates: 2134-1831 calBCE (3615¡À40 BP, SUERC-4072); 2276-1985 calBCE (3725¡À35 BP, SUERC-4083)]",4004,55.97,-2.444,0,0,0,0,0.0003,0.0783,0.1955,0.0071,0.0006,0,0.1159,0.0891,0.1456,0.0031,0.0003,0,0,0.0065,0.0801,0,0,0,0.0182,0.0756,0,0.0822,0.0398,0.0553,0,0,0.0026,0,0,0.0027
5389,I2568,Europe,West Europe,Great Britain,"2288-2037 calBCE (3755¡À35 BP, SUERC-4078)",4113,55.97,-2.444,0,0,0,0,0.0004,0.0454,0.1854,0.0013,0.003,0,0.1095,0.1052,0.1228,0.0041,0,0,0,0,0.0569,0,0,0,0.0183,0.0517,0,0.1428,0.0214,0.0558,0,0.0229,0.0254,0.0001,0,0.0268
5391,I2573,Europe,West Europe,Great Britain,"1502-1302 calBCE (3144¡À37 BP, OxA-16486)",3361,55.98,-2.896,0,0.0019,0,0,0.0003,0.0358,0.1804,0.0132,0,0,0.0516,0.0259,0.0893,0,0,0.0057,0,0.0009,0.0459,0,0,0,0.0269,0.042,0,0.0416,0.0561,0.1048,0,0.0427,0.0174,0,0.2007,0.0164
5392,I2574_published,Europe,West Europe,Great Britain,"1417-1226 calBCE (3065¡À36 BP, SUERC-62072)",3277,53.33,-3.78,0,0,0,0,0,0.0335,0.2926,0.0309,0,0,0.1057,0.038,0.1244,0.0031,0,0,0,0.001,0.0403,0.0039,0,0,0.0022,0.0392,0,0.0555,0.0774,0.108,0,0,0,0,0,0.0441
5393,I2575_published,Europe,West Europe,France,"2471-2209 calBCE (3895¡À40 BP, GrA-22988)",4323,43.9655,5.8126,0,0,0,0,0,0.0811,0.1159,0,0,0,0.2923,0.1095,0.2348,0,0,0,0,0.0068,0,0,0,0.0051,0.082,0,0,0,0,0,0,0,0,0,0.0724,0
5394,I2596,Europe,West Europe,Great Britain,"2276-2035 calBCE (3739¡À30 BP, NZA-32484)",4086,51.16,-1.77,0,0,0.0013,0,0.0001,0.0597,0.2519,0.0226,0,0,0.0747,0.0885,0.1205,0,0,0.0035,0,0.0044,0.1225,0,0,0.001,0.0194,0.0639,0,0.0637,0.0448,0.0507,0,0,0,0,0,0.0051
5395,I2598_published,Europe,West Europe,Great Britain,"2139-1950 calBCE (3664¡À30 BP, NZA-32494)",3998,51.16,-1.77,0,0,0,0.0057,0,0.067,0.2053,0,0,0,0.0719,0.1102,0.1663,0,0,0.0004,0,0.0356,0.0343,0,0,0,0.0623,0.0351,0,0.0209,0.0232,0.157,0,0,0,0.0014,0,0.0032
5396,I2600,Europe,West Europe,Great Britain,"2135-1934 calBCE (3646¡À27 BP, SUERC-43374)",3970,51.13,-1.69,0,0,0.0012,0,0,0.0441,0.1973,0.0021,0,0,0.0999,0.0808,0.1313,0,0,0,0,0,0.1158,0,0.0003,0,0.0317,0.0548,0,0.0473,0.0596,0.1143,0.0097,0,0.0005,0,0,0.009
5397,I2601,Europe,West Europe,Great Britain,"1960-1747 calBCE (3535¡À35 BP, SUERC-40713)",3808,51.33,1.36,0,0,0,0.0012,0,0.0528,0.1583,0.0061,0,0,0.0694,0.0521,0.1328,0.0031,0,0,0,0.0149,0.1269,0,0.001,0,0.0398,0.0521,0,0.1132,0.046,0.0809,0,0.0011,0.0291,0,0.005,0.0133
5398,I2602,Europe,West Europe,Great Britain,"1892-1699 calBCE (3490¡À30 BP, SUERC-40290)",3762,51.33,1.36,0,0,0,0,0,0.0633,0.2035,0.005,0.0017,0,0.1317,0.0802,0.1493,0.0012,0,0,0,0.0035,0.018,0.0013,0,0.0015,0.0269,0.0481,0,0.1279,0.0543,0.0815,0,0,0,0,0,0
5399,I2605,Europe,West Europe,Great Britain,"3628-2938 calBCE [union of two dates: 3628-3373 calBCE (4710¡À35 BP, Poz-83483); 3370-2938 calBCE (4500¡À60 BP, BM-3173)]",5233,51.49275,-0.665402,0.003,0,0,0.0008,0,0,0.0159,0.0078,0.0025,0,0.002,0.0209,0.0113,0,0,0,0,0.0031,0,0,0,0.0008,0.018,0.0149,0,0.1137,0.0173,0.0174,0,0.6066,0.099,0,0.0023,0.0423
5400,I2609,Europe,West Europe,Great Britain,"2026-1769 calBCE (3560¡À40 BP, Poz-83423)",3848,54.979,-2.123,0,0,0,0,0.0007,0.0366,0.2064,0.0128,0.0015,0,0.0918,0.0857,0.1896,0,0,0.0099,0,0.0017,0.065,0.0021,0,0,0.0437,0.0738,0,0.102,0.0302,0.0457,0,0,0,0.0004,0,0
5401,I2610,Europe,West Europe,Great Britain,"1939-1743 calBCE (3515¡À35 BP, Poz-83498)",3783,54.97,-1.73,0,0,0,0,0,0.0101,0.2204,0,0.0073,0,0.1161,0.0692,0.1735,0,0,0,0,0,0.1761,0,0,0,0,0.1004,0,0.0624,0.0329,0.0244,0,0,0,0,0,0.007
5402,I2612,Europe,West Europe,Great Britain,"2462-2206 calBCE (3865¡À35 BP, Poz-83492)",4293,54.883,-1.452,0,0,0,0,0,0.0168,0.1984,0.0216,0.01,0,0.101,0.1174,0.2931,0.0135,0,0,0.0018,0,0,0,0.0049,0,0.0127,0.0927,0,0.0728,0.0056,0,0,0.0118,0,0,0,0.0257
5403,I2618,Europe,West Europe,Great Britain,"2137-1950 calBCE (3660¡À28 BP, OxA-26254)",3993,55.058,-2.147,0,0,0,0,0,0.0342,0.2189,0.0182,0.002,0,0.0605,0.0295,0.1145,0,0,0,0,0.0045,0.1477,0,0,0.0009,0.0198,0.0511,0,0.0555,0.0736,0.0946,0,0.0015,0,0.0002,0.0704,0.002
5405,I2630,Europe,West Europe,Great Britain,"2618-2461 calBCE (3999¡À32 BP, SUERC-68632)",4471,58.74,-2.916,0,0,0,0,0.0007,0.0032,0.0187,0.0116,0,0,0,0,0.0108,0.0054,0,0,0.0006,0,0.025,0.0005,0,0,0,0.0029,0,0.0959,0.0226,0.0192,0,0.6581,0.0921,0,0.0035,0.0288
5406,I2631,Europe,West Europe,Great Britain,"3263-2905 calBCE (4384¡À36 BP, SUERC-68633)",4957,59.23,-2.568,0,0.001,0,0,0.0003,0,0.0018,0,0.0005,0,0,0.0336,0.019,0.0169,0.001,0,0,0,0.0234,0.0003,0,0,0.0042,0.0037,0,0.0369,0.0067,0.0072,0,0.7274,0.0901,0.0005,0,0.0254
5407,I2633,Europe,West Europe,Great Britain,"3768-3638 calBCE (4911¡À32 BP, SUERC-68634)",5639,58.53,-3.603,0,0.0002,0,0,0.0011,0,0.0314,0.0034,0.0026,0,0.0137,0.0202,0.0244,0,0,0,0.0013,0.0015,0.0054,0.0003,0,0,0.0073,0.0031,0,0.0696,0.0467,0.0021,0,0.6548,0.0902,0,0,0.0202
5408,I2635,Europe,West Europe,Great Britain,"3647-3517 calBCE (4796¡À37 BP, SUERC-68639)",5523,58.53,-3.603,0.0024,0,0.0026,0,0.0004,0.017,0.0295,0,0,0,0,0.0164,0.0095,0.0043,0,0,0,0.0001,0.0042,0,0,0.0034,0.0102,0.0029,0,0.0619,0.0154,0.0253,0,0.6929,0.0745,0.0002,0,0.026
5409,I2637,Europe,West Europe,Great Britain,"3510-3340 calBCE (4697¡À33 BP, SUERC-68641)",5375,59.35,-2.873,0.005,0.0002,0.0024,0,0.0003,0,0.0227,0,0,0,0.0479,0.0023,0.009,0.0086,0,0.0002,0,0.0029,0.0145,0,0,0,0,0.0018,0,0.061,0.015,0.0145,0,0.6644,0.1003,0,0.0035,0.0233
5410,I2639,Europe,West Europe,Great Britain,"1532-1435 calBCE (3225¡À25 BP, NZA-32497)",3430,51.16,-1.77,0,0,0,0,0.0016,0.0426,0.1872,0.0073,0,0.0009,0.0573,0.0993,0.1744,0,0.0037,0,0,0,0.0916,0.0014,0,0,0.0171,0.0723,0,0.1203,0.0289,0.0411,0,0.0212,0,0,0,0.0313
5411,I2650,Europe,West Europe,Great Britain,"3500-3360 calBCE (4754¡À36 BP, SUERC-68642)",5380,59.35,-2.873,0,0,0,0,0.0004,0,0.0266,0,0.004,0,0,0.0166,0,0.0027,0.001,0.0001,0.0036,0.0041,0.0267,0,0,0,0.0025,0,0,0.0239,0.0142,0.0252,0,0.6971,0.1043,0.0004,0.0059,0.0397
5412,I2651,Europe,West Europe,Great Britain,"3330-3090 calBCE (4525¡À36 BP, SUERC-68643)",5160,59.35,-2.873,0.0016,0,0,0,0.0007,0,0.0302,0.0021,0,0,0.0105,0.0103,0.0057,0,0,0,0,0.0032,0.0003,0,0,0.0027,0,0.0012,0,0.0381,0.0225,0.0135,0.0002,0.7046,0.0834,0.0002,0.0352,0.0333
5413,I2653,Europe,West Europe,Great Britain,"1389-1131 calBCE (3019¡À26 BP, SUERC-75916)",3224,55.98,-2.896,0,0,0.0011,0,0,0.0429,0.1694,0.0165,0.0003,0,0.0855,0.0545,0.1507,0.004,0,0.0014,0,0,0.0784,0.0023,0,0,0.0108,0.0097,0.0027,0.0794,0.0341,0.0852,0,0.0112,0.0181,0,0.1279,0.0135
5414,I2654,Europe,West Europe,Great Britain,"1419-1261 calBCE (3074¡À29 BP, SUERC-75917)",3287,55.98,-2.896,0,0,0.0013,0,0,0.025,0.1753,0.0169,0.0011,0,0.0818,0.0699,0.1103,0.0057,0.0026,0,0,0.003,0.0467,0,0,0,0,0.0656,0,0.0362,0.0381,0.0672,0,0,0,0,0.2374,0.0153
5415,I2655,Europe,West Europe,Great Britain,"1445-1268 calBCE (3105¡À35 BP, SUERC-9172)",3311,58.23,-6.935,0,0,0,0,0.0006,0.0239,0.1469,0.0141,0.0004,0,0.0994,0.0597,0.122,0.0024,0,0.0023,0,0,0.0987,0,0,0,0,0.0416,0,0.0866,0.0344,0.0856,0,0.0217,0.0033,0.0001,0.1407,0.0151
5416,I2659,Europe,West Europe,Great Britain,"3766-3640 calBCE (4914¡À27 BP, SUERC-68702)",5637,56.41,-5.471,0,0,0.0042,0,0.0003,0,0.02,0,0.0029,0,0.0272,0.0142,0.0255,0.0074,0,0,0,0,0.0096,0,0,0,0,0.0133,0,0.0331,0.0106,0,0,0.6837,0.1261,0.0003,0,0.0213
5417,I2660,Europe,West Europe,Great Britain,"3515-3357 calBCE (4631¡À29 BP, SUERC-68703)",5394,56.41,-5.471,0,0,0.0017,0,0.0005,0.0021,0.0328,0,0.0001,0.0003,0,0.0145,0.0015,0.0004,0,0,0,0.0043,0.0299,0,0,0.0009,0,0,0,0.0677,0.0296,0.0369,0,0.6345,0.1139,0.0001,0,0.0277
5418,I2691,Europe,West Europe,Great Britain,"3710-3632 calBCE (4881¡À25 BP, SUERC-68704)",5613,56.41,-5.471,0,0,0,0,0,0.0056,0.0367,0,0.0007,0,0,0.0302,0.0186,0.0009,0,0,0,0,0,0,0,0,0,0,0,0.0638,0.0234,0.0209,0,0.5988,0.1825,0,0,0.0177
5419,I2741,Europe,East Europe,Hungary,"2456-2150 calBCE (3835¡À35 BP, Poz-83641)",4245,47.383224,19.020252,0,0,0.0004,0,0.0007,0.0016,0,0,0.0033,0,0.5952,0.0709,0,0.0255,0,0,0,0,0.0048,0,0,0,0.0001,0,0,0.147,0.0337,0.0069,0,0.0777,0.0204,0,0.0067,0.0046
5420,I2743,Europe,East Europe,Hungary,5300-4900 BCE,7050,47.178841,19.860515,0,0,0.0072,0,0.0028,0.0095,0,0,0,0,0.848,0.0267,0.0032,0,0,0,0,0,0,0.0028,0,0.0051,0.0299,0,0,0,0.0096,0.0073,0,0.0454,0,0,0,0.0022
5421,I2744,Europe,East Europe,Hungary,5300-4900 BCE,7050,47.178841,19.860515,0,0.003,0.001,0,0,0,0,0.0246,0.0025,0,0.8651,0.0313,0,0,0.0047,0,0.0016,0,0,0,0,0,0.017,0,0,0,0.0365,0,0,0.0103,0,0.0003,0.0004,0
5422,I2745,Europe,East Europe,Hungary,5300-4900 BCE,7050,47.178841,19.860515,0,0,0,0,0.0012,0,0,0,0,0,0.8112,0.0335,0,0,0,0,0,0,0.0153,0.0043,0,0,0,0,0,0.0027,0.029,0.0465,0,0.0532,0.0024,0,0,0
5423,I2746,Europe,East Europe,Hungary,5000-4500 BCE,6700,46.939581,21.20907,0,0,0,0,0.001,0,0,0.0022,0,0,0.8682,0.0195,0,0,0,0.003,0.0086,0,0,0,0,0,0,0,0,0,0.0022,0.0349,0,0.0348,0,0,0.012,0.0134
5424,I2752,Europe,East Europe,Hungary,3600-2850 BCE,5175,46.78469,17.731714,0,0,0,0,0.0004,0,0,0,0,0,0.7899,0.0386,0.0022,0,0,0,0,0,0,0.0036,0,0,0.0214,0.0188,0,0.0405,0.0034,0,0,0.0509,0.0109,0,0.0179,0
5425,I2753,Europe,East Europe,Hungary,"3333-2928 calBCE (4440¡À35 BP, Poz-88231)",5085,46.78469,17.731714,0.0011,0.0051,0.0042,0,0.0024,0,0.0018,0,0,0,0.7105,0.0562,0,0.0019,0.0012,0.0011,0,0.0031,0,0,0,0,0,0,0,0.1006,0.0255,0.0165,0,0.0448,0.0154,0.0003,0.0017,0.0053
5426,I2754,Europe,East Europe,Hungary,"3338-3024 calBCE (4465¡À30 BP, Poz-83637)",5140,46.78469,17.731714,0,0.0017,0.0021,0,0.0009,0,0.0012,0,0.0011,0,0.8361,0,0,0.0032,0,0,0,0,0,0.003,0,0.0027,0.0327,0.0177,0,0.0351,0.0069,0.0132,0,0.0283,0.0045,0.0011,0.0007,0.0068
5427,I2755,Europe,East Europe,Hungary,3600-2850 BCE,5175,46.78469,17.731714,0,0,0.0235,0,0,0,0,0,0,0,0.8852,0,0,0.006,0,0,0,0,0,0.0102,0,0,0,0.0329,0,0,0.0065,0,0,0.022,0,0,0,0.0122
5429,I2783,Europe,East Europe,Hungary,"4228-3962 calBCE (5230¡À40 BP, Poz-83638)",6010,46.334774,19.053945,0,0,0,0,0,0,0,0.0052,0.0017,0,0.7846,0.079,0,0.0041,0,0,0,0.0028,0,0.0015,0,0,0.0241,0,0,0.0143,0.0048,0,0,0.0431,0.0159,0,0.012,0.0046
5430,I2785,Europe,East Europe,Hungary,3600-2850 BCE,5175,47.684976,19.918434,0.0004,0,0.0033,0,0.0005,0.0019,0,0,0.001,0,0.765,0.0782,0,0.0202,0,0,0.0023,0,0,0,0,0.0018,0.0283,0,0,0.0402,0.0063,0.0098,0,0.0164,0.0107,0.0003,0.0121,0
5431,I2787,Europe,East Europe,Hungary,"2456-2200 calBCE (3840¡À35 BP, Poz-83640)",4254,47.383224,19.020252,0,0,0,0,0,0.0258,0.0478,0.0069,0.0013,0,0.0802,0.0524,0.6896,0,0,0,0,0,0,0,0,0,0.0176,0.043,0.0082,0,0,0.0265,0,0,0,0.0005,0,0
5432,I2788,Europe,East Europe,Hungary,"3910-3644 calBCE (4960¡À40 BP, VERA-5402)",5685,47.189141,20.004795,0,0,0.0059,0,0.0009,0,0.0301,0.0083,0,0,0.6653,0.0781,0.0432,0.0025,0,0,0,0,0.0023,0,0,0.0029,0.0245,0.0359,0,0.0221,0.0384,0,0,0.0383,0,0,0,0
5433,I2789,Europe,East Europe,Hungary,3800-3600 BCE,5650,47.189141,20.004795,0,0,0.0045,0,0.0012,0,0,0.0043,0.0014,0,0.7846,0.0556,0,0.0176,0,0,0,0,0,0,0,0,0.0206,0,0,0.0289,0,0.0053,0,0.0726,0.0025,0.0007,0,0
5434,I2796_published,Europe,West Europe,Great Britain,"3706-3536 calBCE (4856¡À33 BP, SUERC-69074)",5571,59.3101,-2.940715,0,0,0.005,0,0,0.0002,0.0017,0,0,0,0.0329,0,0.022,0.0062,0,0,0,0.0156,0,0,0,0,0,0.0564,0,0.1625,0.0552,0,0,0.5152,0.0749,0.0016,0,0.0503
5435,I2859,Europe,West Europe,Great Britain,"912-808 calBCE (2714¡À29 BP, SUERC-68714)",2810,57.72,-3.388,0,0,0.0018,0,0.0007,0.0232,0.1615,0,0,0,0.0448,0.069,0.1452,0.0002,0,0.0005,0,0,0.1441,0.0009,0,0.0009,0.0119,0.0419,0,0.1169,0.0346,0.1119,0,0.0362,0.0022,0,0.0501,0
5436,I2860,Europe,West Europe,Great Britain,"969-812 calBCE (2738¡À29 BP, SUERC-68715)",2824,57.721,-3.3881,0,0.0014,0,0.0001,0.0002,0.0437,0.1798,0.0148,0,0,0.0181,0.0521,0.1462,0.0072,0,0,0,0,0.1111,0,0,0.0006,0,0.036,0,0.1069,0.0337,0.0715,0,0.0726,0.0115,0,0.0836,0.0088
5437,I2861,Europe,West Europe,Great Britain,"983-826 calBCE (2757¡À29 BP, SUERC-68716)",2843,57.721,-3.3881,0,0,0,0,0.0011,0.045,0.246,0.0078,0.0013,0,0.1224,0.0743,0.1214,0,0,0,0,0.0072,0.07,0.0013,0,0,0.0132,0.0753,0,0.1063,0.0399,0.0452,0,0.0007,0,0,0,0.0205
5438,I2923,Asia,West Asia,Iran,"2879-2632 calBCE (4160¡À25 BP, PSUAMS-1915)",4707,36.15444444,54.38361111,0,0,0.0003,0.0007,0.0017,0.004,0.0112,0.004,0.0037,0,0.0019,0,0.0043,0,0,0,0,0.0018,0.0015,0.0007,0.0036,0,0.2036,0.7454,0,0.0023,0,0.0064,0,0,0,0.0003,0,0.0017
5439,I2924,Asia,West Asia,Iran,"2882-2636 calBCE (4170¡À25 BP, PSUAMS-2262)",4715,36.15444444,54.38361111,0.0055,0,0,0,0.0014,0.0104,0.0261,0.0053,0.0004,0.0003,0,0,0.0019,0,0,0,0,0,0,0.0009,0,0,0.2097,0.7219,0,0,0,0,0,0.0021,0,0,0.0017,0.0111
5440,I2925,Asia,West Asia,Iran,"2882-2636 calBCE (4170¡À25 BP, PSUAMS-1913)",4715,36.15444444,54.38361111,0,0.0048,0.0025,0,0.003,0.0004,0,0.0036,0.0014,0,0.0078,0,0.0024,0,0,0.0059,0,0.0017,0,0.0016,0.0001,0,0.161,0.7813,0,0,0,0.0167,0,0.0002,0,0,0,0.0042
5441,I2932,Europe,West Europe,Great Britain,"2572-2348 calBCE (3962¡À29 BP, SUERC-68721)",4433,58.74,-2.916,0,0,0,0,0,0,0.0157,0,0,0,0.0442,0.027,0,0,0,0,0,0,0,0.0012,0,0,0.0112,0.0167,0.0014,0.077,0.0302,0.0103,0,0.634,0.103,0,0,0.0272
5442,I2933,Europe,West Europe,Great Britain,"3011-2884 calBCE (4309¡À29 BP, SUERC-68722)",4877,58.74,-2.916,0,0,0.0017,0,0,0,0.0392,0,0.0048,0,0.0034,0.0126,0,0,0.0011,0,0,0,0,0.0014,0.0012,0,0.0179,0,0,0.0553,0.0417,0.0088,0,0.6396,0.1182,0.0005,0.0043,0.0476
5443,I2934,Europe,West Europe,Great Britain,"3340-3023 calBCE (4466¡À33 BP, SUERC-69071)",5138,58.74,-2.916,0,0,0,0,0.0006,0,0.056,0,0.0017,0,0,0.0166,0.0122,0.0048,0,0,0,0.0017,0,0.001,0,0,0.0266,0.0174,0,0.0686,0.0251,0.0072,0,0.6298,0.0881,0.0002,0,0.042
5444,I2935,Europe,West Europe,Great Britain,"3336-2939 calBCE (4451¡À29 BP, SUERC-68723)",5115,58.74,-2.916,0,0,0,0,0.0001,0.0033,0.0246,0,0.0037,0,0,0.0238,0.0128,0,0,0,0,0.0003,0.0086,0.0006,0,0,0.0064,0.0049,0,0.0612,0.0185,0.0165,0,0.6791,0.0928,0.0007,0.0047,0.037
5446,I2959,Asia,South Asia,Pakistan,"1041-1217 calCE (905¡À30 BP, Poz-83508)",822,34.74319444,72.31421667,0,0.016,0.0067,0.0011,0,0.0531,0.1205,0.0072,0.0034,0,0,0.0011,0.0249,0,0.0079,0,0,0,0,0.0026,0.0674,0.0029,0.1299,0.4838,0.0112,0.0022,0.01,0.0158,0,0.0285,0,0,0,0.0032
5447,I3005,Europe,West Europe,Great Britain,"3781-3643 calBCE (4934¡À35 BP, OxA-34336)",5657,51.324706,-2.753248,0,0.002,0,0,0.0005,0,0,0,0,0,0,0.0043,0.0138,0,0,0,0.0001,0,0.009,0.0014,0,0.0012,0.0021,0,0,0,0,0,0,0.845,0.1198,0.0003,0,0
5448,I3033,Europe,West Europe,Great Britain,"3700-3518 calBCE (4819¡À42 BP, UBA-32284)",5533,51.63253,-4.692903,0,0.003,0,0,0,0,0,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0.929,0.0391,0,0,0
5449,I3039,Europe,West Europe,Great Britain,3650-3500 BCE,5525,50.828981,-0.112825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996
5450,I3040,Europe,West Europe,Great Britain,3650-3500 BCE,5525,50.828981,-0.112825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996
5451,I3041,Europe,West Europe,Great Britain,3942-3037 BCE,5600,56.414567,-5.469178,0,0.0023,0,0,0,0,0.0153,0.0054,0,0,0.1523,0.0467,0.0073,0.0073,0,0,0,0.002,0,0.0019,0,0,0.0133,0.0029,0,0.2659,0.0907,0.0465,0,0.2109,0.0984,0.0004,0,0.0293
5453,I3085,Europe,West Europe,Great Britain,"3340-3027 calBCE (4471¡À29 BP, SUERC-68724)",5149,58.74,-2.916,0,0.0019,0,0,0.0006,0.0008,0.0385,0,0.0019,0,0,0.019,0.0128,0,0,0,0.0006,0,0.004,0,0,0,0.0186,0.0059,0,0.0852,0.0261,0,0,0.6632,0.0774,0.0004,0,0.0419
5454,I3130,Europe,West Europe,Great Britain,"984-826 calBCE (2758¡À29 BP, SUERC-68713)",2844,57.72,-3.388,0,0.0005,0,0,0,0.0426,0.1999,0.0035,0.0028,0,0.066,0.0579,0.0975,0,0,0,0,0.0076,0.1359,0,0,0,0.0112,0.0538,0,0.0959,0.0226,0.0949,0,0,0.0188,0.0003,0.0815,0.0064
5455,I3447,Asia,Central Asia,Kazakhstan,"2848-2494 calBCE (4075¡À25 BP, PSUAMS-2071)",4577,45.13237778,79.36439444,0.0288,0.021,0,0.018,0.0002,0.6806,0.1042,0,0,0.0008,0,0,0,0,0,0.0036,0,0,0,0,0.0194,0.0014,0,0.1044,0,0,0,0,0.0145,0,0,0,0,0.0026
5459,I3025,Europe,West Europe,Great Britain,"7476-7085 calBCE (8270¡À45 BP, OxA-23812)",9257,50.468169,-3.503071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0,0,0
5461,I3593_published,Europe,West Europe,Germany,"2401-2145 calBCE (3817¡À26 BP, BRAMS-1215)",4207,48.8833,12.5332,0,0,0,0,0.0006,0,0.1822,0.0219,0,0,0.0693,0.0553,0.1219,0,0,0,0,0,0.0303,0.0117,0,0,0.0635,0.0774,0,0.066,0.0307,0.1406,0,0.1267,0,0.0019,0,0
5463,I3597,Europe,West Europe,Germany,2300-2150 BCE,4175,48.8833,12.5332,0,0,0,0,0,0.0237,0.1097,0.0052,0,0,0.1073,0.0803,0.1159,0.017,0,0.0049,0,0.0047,0.0475,0.0007,0.0041,0,0.0638,0.043,0,0.1314,0.0082,0.0876,0,0.1372,0,0,0,0.0077
5464,I3712_published,Europe,East Europe,Ukraine,"5512-5376 calBCE (6490¡À25 BP, PSUAMS-2300)",7377,47.9543,35.3893,0,0,0,0,0,0.0884,0,0,0.0142,0,0,0.6398,0.2062,0,0,0,0,0,0.0294,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0,0
5465,I3713_published,Europe,East Europe,Ukraine,"5201-4905 calBCE (6080¡À25 BP, PSUAMS-2301)",6942,47.9543,35.3893,0,0,0,0,0,0.0328,0,0,0,0,0,0.6462,0.3124,0.0058,0,0,0.0009,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466,I3716_published,Europe,East Europe,Ukraine,"5473-5320 calBCE (6410¡À25 BP, PSUAMS-2302)",7347,47.9543,35.3893,0,0,0,0,0.0003,0.0689,0,0,0.0044,0,0,0.6463,0.2567,0.0021,0,0.0116,0,0,0,0,0,0,0,0,0,0,0.0074,0,0,0,0,0.0012,0,0
